worker_age,employment_attrition_flag,travel_frequency,compensation_daily_rate,org_department,worker_commute_distance,education_level_code,education_field,worker_id,survey_environment_satisfaction,worker_gender,compensation_hourly_rate,survey_job_involvement,org_job_level,org_job_role,survey_job_satisfaction,worker_marital_status,compensation_monthly_salary,compensation_monthly_rate,career_companies_worked_count,work_overtime_flag,compensation_salary_hike_pct,performance_rating_code,survey_relationship_satisfaction,compensation_stock_option_level,career_total_years,training_sessions_last_year,survey_work_life_balance,tenure_total_years,tenure_current_role_years,tenure_years_since_promotion,tenure_years_with_manager,worker_status
35,1,RARE,622,Research & Development,14,4,Other,1010,3,M,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2,Terminated
31,0,FREQ,853,Research & Development,1,1,Life Sciences,1011,3,F,96,3,2,Manufacturing Director,1,Married,4148,11275,1,0,12,3,3,1,4,1,3,4,3,0,3,Active
18,0,NONE,287,Research & Development,5,2,Life Sciences,1012,2,M,73,3,1,Research Scientist,4,Single,1051,13493,1,0,15,3,4,0,0,2,3,0,0,0,0,Active
54,0,RARE,1441,Research & Development,17,3,Technical Degree,1013,3,F,56,3,3,Manufacturing Director,3,Married,10739,13943,8,0,11,3,3,1,22,2,3,10,7,0,8,Active
35,0,RARE,583,Research & Development,25,4,Medical,1014,3,F,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,1,11,3,3,1,16,3,2,16,10,10,1,Active
30,0,RARE,153,Research & Development,8,2,Life Sciences,1015,2,F,73,4,3,Research Director,1,Married,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,Active
20,1,RARE,1097,Research & Development,11,3,Medical,1016,4,F,98,2,1,Research Scientist,1,Single,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,Terminated
30,1,FREQ,109,Research & Development,5,3,Medical,1017,2,F,60,3,1,Laboratory Technician,2,Single,2422,25725,0,0,17,3,1,0,4,3,3,3,2,1,2,Terminated
26,0,RARE,1066,Research & Development,2,2,Medical,1018,4,M,32,4,2,Manufacturing Director,4,Married,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,Active
22,0,RARE,217,Research & Development,8,1,Life Sciences,1019,2,M,94,1,1,Laboratory Technician,1,Married,2451,6881,1,0,15,3,1,1,4,3,2,4,3,1,1,Active
48,0,RARE,277,Research & Development,6,3,Life Sciences,1022,1,M,97,2,2,Healthcare Representative,3,Single,4240,13119,2,0,13,3,4,0,19,0,3,2,2,2,2,Active
48,0,RARE,1355,Research & Development,4,4,Life Sciences,1024,3,M,78,2,3,Healthcare Representative,3,Single,10999,22245,7,0,14,3,2,0,27,3,3,15,11,4,8,Active
41,0,RARE,549,Research & Development,7,2,Medical,1025,4,F,42,3,2,Manufacturing Director,3,Single,5003,23371,6,0,14,3,2,0,8,6,3,2,2,2,1,Active
39,0,RARE,466,Research & Development,1,1,Life Sciences,1026,4,F,65,2,4,Manufacturing Director,4,Married,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8,Active
27,0,RARE,1055,Research & Development,2,4,Life Sciences,1027,1,F,47,3,2,Manufacturing Director,4,Married,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,Active
35,0,RARE,802,Research & Development,10,3,Other,1028,2,M,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,0,20,4,1,1,3,4,2,3,2,1,2,Active
42,0,RARE,265,Sales,5,2,Marketing,1029,4,M,90,3,5,Manager,3,Married,18303,7770,6,0,13,3,2,0,21,3,4,1,0,0,0,Active
50,0,RARE,804,Research & Development,9,3,Life Sciences,1030,1,M,64,3,1,Laboratory Technician,4,Married,2380,20165,4,0,18,3,2,0,8,5,3,1,0,0,0,Active
59,0,RARE,715,Research & Development,2,3,Life Sciences,1032,3,F,69,2,4,Manufacturing Director,4,Single,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,Active
37,1,RARE,1141,Research & Development,11,2,Medical,1033,1,F,61,1,2,Healthcare Representative,2,Married,4777,14382,5,0,15,3,1,0,15,2,1,1,0,0,0,Terminated
55,0,FREQ,135,Research & Development,18,4,Medical,1034,3,M,62,3,2,Healthcare Representative,2,Married,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,Active
41,0,NONE,247,Research & Development,7,1,Life Sciences,1035,2,F,55,1,5,Research Director,3,Divorced,19973,20284,1,0,22,4,2,2,21,3,3,21,16,5,10,Active
38,0,RARE,1035,Sales,3,4,Life Sciences,1036,2,M,42,3,2,Sales Executive,4,Single,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0,Active
26,1,NONE,265,Sales,29,2,Medical,1037,2,M,79,1,2,Sales Executive,1,Single,4969,21813,8,0,18,3,4,0,7,6,3,2,2,2,2,Terminated
52,1,RARE,266,Sales,2,1,Marketing,1038,1,F,57,1,5,Manager,4,Married,19845,25846,1,0,15,3,4,1,33,3,3,32,14,6,9,Terminated
44,0,RARE,1448,Sales,28,3,Medical,1039,4,F,53,4,4,Sales Executive,4,Married,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,Active
50,0,NONE,145,Sales,1,3,Life Sciences,1040,4,F,95,3,2,Sales Executive,3,Married,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13,Active
36,1,RARE,885,Research & Development,16,4,Life Sciences,1042,3,F,43,4,1,Laboratory Technician,1,Single,2743,8269,1,0,16,3,3,0,18,1,3,17,13,15,14,Terminated
39,0,FREQ,945,Research & Development,22,3,Medical,1043,4,F,82,3,3,Manufacturing Director,1,Single,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,Active
33,0,NONE,1038,Sales,8,1,Life Sciences,1044,2,F,88,2,1,Sales Representative,4,Single,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,Active
45,0,RARE,1234,Sales,11,2,Life Sciences,1045,4,F,90,3,4,Manager,4,Married,17650,5404,3,0,13,3,2,1,26,4,4,9,3,1,1,Active
32,0,NONE,1109,Research & Development,29,4,Medical,1046,4,F,69,3,1,Laboratory Technician,3,Single,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7,Active
34,0,RARE,216,Sales,1,4,Marketing,1047,2,M,75,4,2,Sales Executive,4,Divorced,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,Active
59,0,RARE,1089,Sales,1,2,Technical Degree,1048,2,M,66,3,3,Manager,4,Married,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,Active
45,0,RARE,788,Human Resources,24,4,Medical,1049,2,M,36,3,1,Human Resources,2,Single,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,Active
53,0,FREQ,124,Sales,2,3,Marketing,1050,3,F,38,2,3,Sales Executive,2,Married,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,Active
36,1,RARE,660,Research & Development,15,3,Other,1052,1,M,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,Terminated
26,1,FREQ,342,Research & Development,2,3,Life Sciences,1053,1,M,57,3,1,Research Scientist,1,Married,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,Terminated
34,0,RARE,1333,Sales,10,4,Life Sciences,1055,3,F,87,3,1,Sales Representative,3,Married,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,Active
28,0,RARE,1144,Sales,10,1,Medical,1056,4,M,74,3,1,Sales Representative,2,Married,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0,Active
38,0,FREQ,1186,Research & Development,3,4,Other,1060,3,M,44,3,1,Research Scientist,3,Married,2821,2997,3,0,16,3,1,1,8,2,3,2,2,2,2,Active
50,0,RARE,1464,Research & Development,2,4,Medical,1061,2,M,62,3,5,Research Director,3,Married,19237,12853,2,1,11,3,4,1,29,2,2,8,1,7,7,Active
37,0,RARE,124,Research & Development,3,3,Other,1062,4,F,35,3,2,Healthcare Representative,2,Single,4107,13848,3,0,15,3,1,0,8,3,2,4,3,0,1,Active
40,0,RARE,300,Sales,26,3,Marketing,1066,3,M,74,3,2,Sales Executive,1,Married,8396,22217,1,0,14,3,2,1,8,3,2,7,7,7,5,Active
26,0,FREQ,921,Research & Development,1,1,Medical,1068,1,F,66,2,1,Research Scientist,3,Divorced,2007,25265,1,0,13,3,3,2,5,5,3,5,3,1,3,Active
46,0,RARE,430,Research & Development,1,4,Medical,1069,4,M,40,3,5,Research Director,4,Divorced,19627,21445,9,0,17,3,4,2,23,0,3,2,2,2,2,Active
54,0,RARE,1082,Sales,2,4,Life Sciences,1070,3,F,41,2,3,Sales Executive,3,Married,10686,8392,6,0,11,3,2,1,13,4,3,9,4,7,0,Active
56,0,FREQ,1240,Research & Development,9,3,Medical,1071,1,F,63,3,1,Research Scientist,3,Married,2942,12154,2,0,19,3,2,1,18,4,3,5,4,0,3,Active
36,0,RARE,796,Research & Development,12,5,Medical,1073,4,F,51,2,3,Manufacturing Director,4,Single,8858,15669,0,0,11,3,2,0,15,2,2,14,8,7,8,Active
55,0,NONE,444,Research & Development,2,1,Medical,1074,3,M,40,2,4,Manager,1,Single,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2,Active
43,0,RARE,415,Sales,25,3,Medical,1076,3,M,79,2,3,Sales Executive,4,Divorced,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,Active
20,1,FREQ,769,Sales,9,3,Marketing,1077,4,F,54,3,1,Sales Representative,4,Single,2323,17205,1,1,14,3,2,0,2,3,3,2,2,0,2,Terminated
21,1,RARE,1334,Research & Development,10,3,Life Sciences,1079,3,F,36,2,1,Laboratory Technician,1,Single,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,Terminated
46,0,RARE,1003,Research & Development,8,4,Life Sciences,1080,4,F,74,2,2,Research Scientist,1,Divorced,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,Active
51,1,RARE,1323,Research & Development,4,4,Life Sciences,1081,1,M,34,3,1,Research Scientist,3,Married,2461,10332,9,1,12,3,3,3,18,2,4,10,0,2,7,Terminated
28,1,NONE,1366,Research & Development,24,2,Technical Degree,1082,2,M,72,2,3,Healthcare Representative,1,Single,8722,12355,1,0,12,3,1,0,10,2,2,10,7,1,9,Terminated
26,0,RARE,192,Research & Development,1,2,Medical,1083,1,M,59,2,1,Laboratory Technician,1,Married,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,Active
30,0,RARE,1176,Research & Development,20,3,Other,1084,3,M,85,3,2,Manufacturing Director,1,Married,9957,9096,0,0,15,3,3,1,7,1,2,6,2,0,2,Active
41,0,RARE,509,Research & Development,7,2,Technical Degree,1085,2,F,43,4,1,Research Scientist,3,Married,3376,18863,1,0,13,3,3,0,10,3,3,10,6,0,8,Active
38,0,RARE,330,Research & Development,17,1,Life Sciences,1088,3,F,65,2,3,Healthcare Representative,3,Married,8823,24608,0,0,18,3,1,1,20,4,2,19,9,1,9,Active
40,0,RARE,1492,Research & Development,20,4,Technical Degree,1092,1,M,61,3,3,Healthcare Representative,4,Married,10322,26542,4,0,20,4,4,1,14,6,3,11,10,11,1,Active
27,0,NONE,1277,Research & Development,8,5,Life Sciences,1094,1,M,87,1,1,Laboratory Technician,3,Married,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,Active
55,0,FREQ,1091,Research & Development,2,1,Life Sciences,1096,4,M,65,3,3,Manufacturing Director,2,Married,10976,15813,3,0,18,3,2,1,23,4,3,3,2,1,2,Active
28,0,RARE,857,Research & Development,10,3,Other,1097,3,F,59,3,2,Research Scientist,3,Single,3660,7909,3,0,13,3,4,0,10,4,4,8,7,1,7,Active
44,1,RARE,1376,Human Resources,1,2,Medical,1098,2,M,91,2,3,Human Resources,1,Married,10482,2326,9,0,14,3,4,1,24,1,3,20,6,3,6,Terminated
33,0,RARE,654,Research & Development,5,3,Life Sciences,1099,4,M,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,Active
35,1,RARE,1204,Sales,4,3,Technical Degree,1100,4,M,86,3,3,Sales Executive,1,Single,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,Terminated
33,1,FREQ,827,Research & Development,29,4,Medical,1101,1,F,54,2,2,Research Scientist,3,Single,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,Terminated
28,0,RARE,895,Research & Development,15,2,Life Sciences,1102,1,M,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,Active
34,0,FREQ,618,Research & Development,3,1,Life Sciences,1103,1,M,45,3,2,Healthcare Representative,4,Single,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,Active
37,0,RARE,309,Sales,10,4,Life Sciences,1105,4,F,88,2,2,Sales Executive,4,Divorced,6694,24223,2,1,14,3,3,3,8,5,3,1,0,0,0,Active
25,1,RARE,1219,Research & Development,4,1,Technical Degree,1106,4,M,32,3,1,Laboratory Technician,4,Married,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,Terminated
26,1,RARE,1330,Research & Development,21,3,Medical,1107,1,M,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,Terminated
33,1,RARE,1017,Research & Development,25,3,Medical,1108,1,M,55,2,1,Research Scientist,2,Single,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,Terminated
42,0,RARE,469,Research & Development,2,2,Medical,1109,4,M,35,3,4,Manager,1,Married,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7,Active
28,1,FREQ,1009,Research & Development,1,3,Medical,1111,1,M,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,Terminated
50,1,FREQ,959,Sales,1,4,Other,1113,4,M,81,3,2,Sales Executive,3,Single,4728,17251,3,1,14,3,4,0,5,4,3,0,0,0,0,Terminated
33,0,FREQ,970,Sales,7,3,Life Sciences,1114,4,F,30,3,2,Sales Executive,2,Married,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,Active
34,0,NONE,697,Research & Development,3,4,Life Sciences,1115,3,M,40,2,1,Research Scientist,4,Married,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,Active
48,0,NONE,1262,Research & Development,1,4,Medical,1116,1,M,35,4,4,Manager,4,Single,16885,16154,2,0,22,4,3,0,27,3,2,5,4,2,1,Active
45,0,NONE,1050,Sales,9,4,Life Sciences,1117,2,F,65,2,2,Sales Executive,3,Married,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12,Active
52,0,RARE,994,Research & Development,7,4,Life Sciences,1118,2,M,87,3,3,Healthcare Representative,2,Single,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,Active
38,0,RARE,770,Sales,10,4,Marketing,1119,3,M,73,2,3,Sales Executive,3,Divorced,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,Active
29,0,RARE,1107,Research & Development,28,4,Life Sciences,1120,3,F,93,3,1,Research Scientist,4,Divorced,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,Active
28,0,RARE,950,Research & Development,3,3,Medical,1121,4,F,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,Active
46,0,RARE,406,Sales,3,1,Marketing,1124,1,M,52,3,4,Manager,3,Married,17465,15596,3,0,12,3,4,1,23,3,3,12,9,4,9,Active
38,0,RARE,130,Sales,2,2,Marketing,1125,4,M,32,3,3,Sales Executive,2,Single,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,Active
43,0,FREQ,1082,Research & Development,27,3,Life Sciences,1126,3,F,83,3,3,Manufacturing Director,1,Married,10820,11535,8,0,11,3,3,1,18,1,3,8,7,0,1,Active
39,1,FREQ,203,Research & Development,2,3,Life Sciences,1127,1,M,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,Terminated
40,0,RARE,1308,Research & Development,14,3,Medical,1128,3,M,44,2,5,Research Director,3,Single,19626,17544,1,0,14,3,1,0,21,2,4,20,7,4,9,Active
21,0,RARE,984,Research & Development,1,1,Technical Degree,1131,4,F,70,2,1,Research Scientist,2,Single,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,Active
39,0,NONE,439,Research & Development,9,3,Life Sciences,1132,3,M,70,3,2,Laboratory Technician,2,Single,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,Active
36,0,NONE,217,Research & Development,18,4,Life Sciences,1133,1,M,78,3,2,Manufacturing Director,4,Single,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9,Active
31,0,FREQ,793,Sales,20,3,Life Sciences,1135,3,M,67,4,1,Sales Representative,4,Married,2791,21981,0,0,12,3,1,1,3,4,3,2,2,2,2,Active
28,0,RARE,1451,Research & Development,2,1,Life Sciences,1136,1,M,67,2,1,Research Scientist,2,Married,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4,Active
35,0,FREQ,1182,Sales,11,2,Marketing,1137,4,M,54,3,2,Sales Executive,4,Divorced,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,Active
49,0,RARE,174,Sales,8,4,Technical Degree,1138,4,M,56,2,4,Sales Executive,2,Married,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,Active
34,0,FREQ,1003,Research & Development,2,2,Life Sciences,1140,4,M,95,3,2,Manufacturing Director,3,Single,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,Active
29,0,FREQ,490,Research & Development,10,3,Life Sciences,1143,4,F,61,3,1,Research Scientist,2,Divorced,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,Active
42,0,RARE,188,Research & Development,29,3,Medical,1148,2,M,56,1,2,Laboratory Technician,4,Single,4272,9558,4,0,19,3,1,0,16,3,3,1,0,0,0,Active
29,0,RARE,718,Research & Development,8,1,Medical,1150,2,M,79,2,2,Manufacturing Director,4,Married,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2,Active
38,0,RARE,433,Human Resources,1,3,Human Resources,1152,3,M,37,4,1,Human Resources,3,Married,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,Active
28,0,FREQ,773,Research & Development,6,3,Life Sciences,1154,3,M,39,2,1,Research Scientist,3,Divorced,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,Active
18,1,NONE,247,Research & Development,8,1,Medical,1156,3,M,80,3,1,Laboratory Technician,3,Single,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0,Terminated
33,1,RARE,603,Sales,9,4,Marketing,1157,1,F,77,3,2,Sales Executive,1,Single,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3,Terminated
41,0,RARE,167,Research & Development,12,4,Life Sciences,1158,2,M,46,3,1,Laboratory Technician,4,Married,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0,Active
31,1,FREQ,874,Research & Development,15,3,Medical,1160,3,M,72,3,1,Laboratory Technician,3,Married,2610,6233,1,0,12,3,3,1,2,5,2,2,2,2,2,Terminated
37,0,RARE,367,Research & Development,25,2,Medical,1161,3,F,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,Active
27,0,RARE,199,Research & Development,6,3,Life Sciences,1162,4,M,55,2,1,Research Scientist,3,Married,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,Active
34,0,RARE,1400,Sales,9,1,Life Sciences,1163,2,F,70,3,2,Sales Executive,3,Married,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,Active
35,0,RARE,528,Human Resources,8,4,Technical Degree,1164,3,M,100,3,1,Human Resources,3,Single,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,Active
29,1,RARE,408,Sales,23,1,Life Sciences,1165,4,F,45,2,3,Sales Executive,1,Married,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,Terminated
40,0,FREQ,593,Research & Development,9,4,Medical,1166,2,F,88,3,3,Research Director,3,Single,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13,Active
42,1,FREQ,481,Sales,12,3,Life Sciences,1167,3,M,44,3,4,Sales Executive,1,Single,13758,2447,0,1,12,3,2,0,22,2,2,21,9,13,14,Terminated
42,0,RARE,647,Sales,4,4,Marketing,1171,2,M,45,3,2,Sales Executive,1,Single,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,Active
35,0,RARE,982,Research & Development,1,4,Medical,1172,4,M,58,2,1,Laboratory Technician,3,Married,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,Active
24,0,RARE,477,Research & Development,24,3,Medical,1173,4,M,49,3,1,Laboratory Technician,2,Single,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,Active
28,1,RARE,1485,Research & Development,12,1,Life Sciences,1175,3,F,79,3,1,Laboratory Technician,4,Married,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,Terminated
26,0,RARE,1384,Research & Development,3,4,Medical,1177,1,M,82,4,1,Laboratory Technician,4,Married,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,Active
30,0,RARE,852,Sales,10,3,Marketing,1179,3,M,72,2,2,Sales Executive,3,Married,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,Active
40,0,FREQ,902,Research & Development,26,2,Medical,1180,3,F,92,2,2,Research Scientist,4,Married,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,Active
35,0,RARE,819,Research & Development,2,3,Life Sciences,1182,3,M,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4,Active
34,0,FREQ,669,Research & Development,1,3,Medical,1184,4,M,97,2,2,Healthcare Representative,1,Single,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,Active
35,0,FREQ,636,Research & Development,4,4,Other,1185,4,M,47,2,1,Laboratory Technician,4,Married,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,Active
43,1,RARE,1372,Sales,9,3,Marketing,1188,1,F,85,1,2,Sales Executive,3,Single,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,Terminated
32,0,NONE,862,Sales,2,1,Life Sciences,1190,3,F,76,3,1,Sales Representative,1,Divorced,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0,Active
56,0,RARE,718,Research & Development,4,4,Technical Degree,1191,4,F,92,3,5,Manager,1,Divorced,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,Active
29,0,RARE,1401,Research & Development,6,1,Medical,1192,2,F,54,3,1,Laboratory Technician,4,Married,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,Active
19,0,RARE,645,Research & Development,9,2,Life Sciences,1193,3,M,54,3,1,Research Scientist,1,Single,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,Active
45,0,RARE,1457,Research & Development,7,3,Medical,1195,1,F,83,3,1,Research Scientist,3,Married,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,Active
37,0,RARE,977,Research & Development,1,3,Life Sciences,1196,4,F,56,2,2,Manufacturing Director,4,Married,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11,Active
20,0,RARE,805,Research & Development,3,3,Life Sciences,1198,1,M,87,2,1,Laboratory Technician,3,Single,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,Active
44,1,RARE,1097,Research & Development,10,4,Life Sciences,1200,3,M,96,3,1,Research Scientist,3,Single,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,Terminated
53,0,RARE,1223,Research & Development,7,2,Medical,1201,4,F,50,3,5,Manager,3,Divorced,18606,18640,3,0,18,3,2,1,26,6,3,7,7,4,7,Active
29,0,RARE,942,Research & Development,15,1,Life Sciences,1202,2,F,69,1,1,Research Scientist,4,Married,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,Active
22,1,FREQ,1256,Research & Development,3,4,Life Sciences,1203,3,M,48,2,1,Research Scientist,4,Married,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,Terminated
46,0,RARE,1402,Sales,2,3,Marketing,1204,3,F,69,3,4,Manager,1,Married,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9,Active
44,0,NONE,111,Research & Development,17,3,Life Sciences,1206,4,M,74,1,1,Research Scientist,3,Single,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0,Active
33,0,RARE,147,Human Resources,2,3,Human Resources,1207,2,M,99,3,1,Human Resources,3,Married,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,Active
41,1,NONE,906,Research & Development,5,2,Life Sciences,1210,1,M,95,2,1,Research Scientist,1,Divorced,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0,Terminated
30,0,RARE,1329,Sales,29,4,Life Sciences,1211,3,M,61,3,2,Sales Executive,1,Divorced,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,Active
40,0,FREQ,1184,Sales,2,4,Medical,1212,2,M,62,3,2,Sales Executive,2,Married,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,Active
50,0,FREQ,1421,Research & Development,2,3,Medical,1215,4,F,30,3,4,Manager,1,Married,17856,9490,2,0,22,4,3,1,32,3,3,2,2,2,2,Active
28,0,RARE,1179,Research & Development,19,4,Medical,1216,4,M,78,2,1,Laboratory Technician,1,Married,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,Active
46,0,RARE,1450,Research & Development,15,2,Life Sciences,1217,4,M,52,3,5,Research Director,2,Married,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3,Active
35,0,RARE,1361,Sales,17,4,Life Sciences,1218,3,M,94,3,2,Sales Executive,1,Married,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,Active
24,1,RARE,984,Research & Development,17,2,Life Sciences,1219,4,F,97,3,1,Laboratory Technician,2,Married,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0,Terminated
33,0,FREQ,1146,Sales,25,3,Medical,1220,2,F,82,3,2,Sales Executive,3,Married,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,Active
36,0,RARE,917,Research & Development,6,4,Life Sciences,1221,3,M,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7,Active
30,0,RARE,853,Research & Development,7,4,Life Sciences,1224,3,M,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,0,13,3,1,3,10,4,2,10,7,8,9,Active
44,0,RARE,200,Research & Development,29,4,Other,1225,4,M,32,3,2,Research Scientist,4,Single,4541,7744,1,0,25,4,2,0,20,3,3,20,11,13,17,Active
20,0,RARE,654,Sales,21,3,Marketing,1226,3,M,43,4,1,Sales Representative,4,Single,2678,5050,1,0,17,3,4,0,2,2,3,2,1,2,2,Active
46,0,RARE,150,Research & Development,2,4,Technical Degree,1228,4,M,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4,Active
42,0,NONE,179,Human Resources,2,5,Medical,1231,4,M,79,4,2,Human Resources,1,Married,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3,Active
60,0,RARE,696,Sales,7,4,Marketing,1233,2,M,52,4,2,Sales Executive,4,Divorced,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,Active
32,0,FREQ,116,Research & Development,13,3,Other,1234,3,F,77,2,1,Laboratory Technician,2,Married,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2,Active
32,0,FREQ,1316,Research & Development,2,2,Life Sciences,1235,4,F,38,3,2,Research Scientist,3,Single,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7,Active
